paper_id	catalog_title	preprint_title	publication_title	arxiv_id	arxiv_version	publication_doi	relation_status
P0767	TORAI: Multi-Source Root Cause Analysis for Blind Spots in Microservice Service Call Graph	TORAI: Multi-source Root Cause Analysis for Blind Spots in Microservice Service Call Graph		2604.13522	2		no_publication_relation_verified
P0768	Graph-Free Root Cause Analysis	Graph-Free Root Cause Analysis		2601.21359	1		no_publication_relation_verified
P0769	Robust Root Cause Diagnosis using In-Distribution Interventions	Robust Root Cause Diagnosis using In-Distribution Interventions			1		no_publication_relation_verified
P0770	HeMiRCA: Fine-Grained Root Cause Analysis for Microservices with Heterogeneous Data Sources	HeMiRCA: Fine-Grained Root Cause Analysis for Microservices with Heterogeneous Data Sources				10.1145/3674726	no_publication_relation_verified
P0771	Network-centric distributed tracing with deepflow: Troubleshooting your microservices in zero code	Network-Centric Distributed Tracing with DeepFlow: Troubleshooting Your Microservices in Zero Code				10.1145/3603269.3604823	no_publication_relation_verified
P0772	AIOpsArena: Scenario-Oriented Evaluation and Leaderboard for AIOps Algorithms in Microservices	AIOpsArena: Scenario-Oriented Evaluation and Leaderboard for AIOps Algorithms in Microservices				10.1109/saner64311.2025.00082	no_publication_relation_verified
P0773	Failure Diagnosis in Microservice Systems: A Comprehensive Survey and Analysis	Failure Diagnosis in Microservice Systems: A Comprehensive Survey and Analysis		2407.01710	2		no_publication_relation_verified
P0774	Constructing Large-Scale Real-World Benchmark Datasets for AIOps	Constructing Large-Scale Real-World Benchmark Datasets for AIOps		2208.03938	1		no_publication_relation_verified
P0775	Going through the Life Cycle of Faults in Clouds: Guidelines on Fault Handling	Going through the Life Cycle of Faults in Clouds: Guidelines on Fault Handling				10.1109/issre55969.2022.00022	no_publication_relation_verified
P0776	WOLFFI: A fault injection platform for learning AIOps models	WOLFFI: A fault injection platform for learning AIOps models					no_publication_relation_verified
P0777	An Intelligent Framework for Timely, Accurate, and Comprehensive Cloud Incident Detection	An Intelligent Framework for Timely, Accurate, and Comprehensive Cloud Incident Detection				10.1145/3544497.3544499	no_publication_relation_verified
P0778	Localization of Operational Faults in Cloud Applications by Mining Causal Dependencies in Logs Using Golden Signals	Localization of Operational Faults in Cloud Applications by Mining Causal Dependencies in Logs Using Golden Signals				10.1007/978-3-030-76352-7_17	no_publication_relation_verified
P0779	Onion: Identifying Incident-Indicating Logs for Cloud Systems	Onion: identifying incident-indicating logs for cloud systems				10.1145/3468264.3473919	no_publication_relation_verified
P0780	Towards intelligent incident management: why we need it and how we make it	Towards intelligent incident management: why we need it and how we make it				10.1145/3368089.3417055	no_publication_relation_verified
P0781	Mining causality of network events in log data	Mining Causality of Network Events in Log Data				10.1109/tnsm.2017.2778096	no_publication_relation_verified
P0782	CorpusLM: Towards a Unified Language Model on Corpus for Knowledge-Intensive Tasks	CorpusLM: Towards a Unified Language Model on Corpus for Knowledge-Intensive Tasks				10.1145/3626772.3657778	no_publication_relation_verified
P0783	Text-to-Text Multi-view Learning for Passage Re-ranking	Text-to-Text Multi-view Learning for Passage Re-ranking				10.1145/3404835.3463048	no_publication_relation_verified
P0784	RankT5: Fine-Tuning T5 for Text Ranking with Ranking Losses	RankT5: Fine-Tuning T5 for Text Ranking with Ranking Losses				10.1145/3539618.3592047	no_publication_relation_verified
P0785	A Two-Stage Adaptation of Large Language Models for Text Ranking	A Two-Stage Adaptation of Large Language Models for Text Ranking				10.18653/v1/2024.findings-acl.706	no_publication_relation_verified
P0786	Rank-without-GPT: Building GPT-Independent Listwise Rerankers on Open-Source Large Language Models	Rank-without-GPT: Building GPT-Independent Listwise Rerankers on Open-Source Large Language Models		2312.02969	1		no_publication_relation_verified
P0787	ListT5: Listwise Reranking with Fusion-in-Decoder Improves Zero-shot Retrieval	ListT5: Listwise Reranking with Fusion-in-Decoder Improves Zero-shot Retrieval				10.18653/v1/2024.acl-long.125	no_publication_relation_verified
P0788	Q-PEFT: Query-dependent Parameter Efficient Fine-tuning for Text Reranking with Large Language Models	Q-PEFT: Query-dependent Parameter Efficient Fine-tuning for Text Reranking with Large Language Models		2404.04522	2		no_publication_relation_verified
P0789	Leveraging Passage Embeddings for Efficient Listwise Reranking with Large Language Models	Leveraging Passage Embeddings for Efficient Listwise Reranking with Large Language Models		2406.14848	2		no_publication_relation_verified
P0790	Discrete Prompt Optimization via Constrained Generation for Zero-shot Re-ranker	Discrete Prompt Optimization via Constrained Generation for Zero-shot Re-ranker				10.18653/v1/2023.findings-acl.61	no_publication_relation_verified
P0791	Open-source Large Language Models are Strong Zero-shot Query Likelihood Models for Document Ranking	Open-source Large Language Models are Strong Zero-shot Query Likelihood Models for Document Ranking				10.18653/v1/2023.findings-emnlp.590	no_publication_relation_verified
P0792	PaRaDe: Passage Ranking using Demonstrations with LLMs	PaRaDe: Passage Ranking using Demonstrations with LLMs				10.18653/v1/2023.findings-emnlp.950	no_publication_relation_verified
P0793	Beyond Yes and No: Improving Zero-Shot LLM Rankers via Scoring Fine-Grained Relevance Labels	Beyond Yes and No: Improving Zero-Shot LLM Rankers via Scoring Fine-Grained Relevance Labels		2310.14122	3		no_publication_relation_verified
P0794	Is ChatGPT Good at Search? Investigating Large Language Models as Re-Ranking Agents	Is ChatGPT Good at Search? Investigating Large Language Models as Re-Ranking Agents				10.18653/v1/2023.emnlp-main.923	no_publication_relation_verified
P0795	Zero-Shot Listwise Document Reranking with a Large Language Model	Zero-Shot Listwise Document Reranking with a Large Language Model		2305.02156	1		no_publication_relation_verified
P0796	Found in the Middle: Permutation Self-Consistency Improves Listwise Ranking in Large Language Models	Found in the Middle: Permutation Self-Consistency Improves Listwise Ranking in Large Language Models		2310.07712	2		no_publication_relation_verified
P0797	Large Language Models are Effective Text Rankers with Pairwise Ranking Prompting	Large Language Models are Effective Text Rankers with Pairwise Ranking Prompting				10.18653/v1/2024.findings-naacl.97	no_publication_relation_verified
P0798	A Setwise Approach for Effective and Highly Efficient Zero-shot Ranking with Large Language Models	A Setwise Approach for Effective and Highly Efficient Zero-shot Ranking with Large Language Models		2310.09497	2		no_publication_relation_verified
P0799	InstUPR: Instruction-based Unsupervised Passage Reranking with Large Language Models	InstUPR : Instruction-based Unsupervised Passage Reranking with Large Language Models		2403.16435	1		no_publication_relation_verified
P0800	MCRanker: Generating Diverse Criteria On-the-Fly to Improve Point-wise LLM Rankers	MCRanker: Generating Diverse Criteria On-the-Fly to Improve Point-wise LLM Rankers		2404.11960	3		no_publication_relation_verified
P0801	DemoRank: Selecting Effective Demonstrations for Large Language Models in Ranking Task	DemoRank: Selecting Effective Demonstrations for Large Language Models in Ranking Task		2406.16332	2		no_publication_relation_verified
P0802	An Investigation of Prompt Variations for Zero-shot LLM-based Rankers	An Investigation of Prompt Variations for Zero-shot LLM-based Rankers		2406.14117	4		no_publication_relation_verified
P0803	TourRank: Utilizing Large Language Models for Documents Ranking with a Tournament-Inspired Strategy	TourRank: Utilizing Large Language Models for Documents Ranking with a Tournament-Inspired Strategy		2406.11678	2		no_publication_relation_verified
P0804	Top-Down Partitioning for Efficient List-Wise Ranking	Top-Down Partitioning for Efficient List-Wise Ranking		2405.14589	1		no_publication_relation_verified
P0805	PRP-Graph: Pairwise Ranking Prompting to LLMs with Graph Aggregation for Effective Text Re-ranking	PRP-Graph: Pairwise Ranking Prompting to LLMs with Graph Aggregation for Effective Text Re-ranking				10.18653/v1/2024.acl-long.313	no_publication_relation_verified
P0806	Consolidating Ranking and Relevance Predictions of Large Language Models through Post-Processing	Consolidating Ranking and Relevance Predictions of Large Language Models through Post-Processing				10.18653/v1/2024.emnlp-main.25	no_publication_relation_verified
P0807	Sliding Windows Are Not the End: Exploring Full Ranking with Long-Context Large Language Models	Sliding Windows Are Not the End: Exploring Full Ranking with Long-Context Large Language Models				10.18653/v1/2025.acl-long.8	no_publication_relation_verified
P0808	CoRanking: Collaborative Ranking with Small and Large Ranking Agents	CoRanking: Collaborative Ranking with Small and Large Ranking Agents		2503.23427	3		no_publication_relation_verified
P0809	APEER: Automatic Prompt Engineering Enhances Large Language Model Reranking	APEER : &lt;u&gt;A&lt;/u&gt;utomatic &lt;u&gt;P&lt;/u&gt;rompt &lt;u&gt;E&lt;/u&gt;ngineering &lt;u&gt;E&lt;/u&gt;nhances Large Language Model &lt;u&gt;R&lt;/u&gt;eranking				10.1145/3701716.3717574	no_publication_relation_verified
P0810	ExaRanker: Explanation-Augmented Neural Ranker	ExaRanker: Synthetic Explanations Improve Neural Rankers					no_publication_relation_verified
P0811	InPars-Light: Cost-Effective Unsupervised Training of Efficient Rankers	InPars-Light: Cost-Effective Unsupervised Training of Efficient Rankers		2301.02998	2		no_publication_relation_verified
P0812	Generating Synthetic Documents for Cross-Encoder Re-Rankers: A Comparative Study of ChatGPT and Human Experts	Generating Synthetic Documents for Cross-Encoder Re-Rankers: A Comparative Study of ChatGPT and Human Experts		2305.02320	1		no_publication_relation_verified
P0813	Instruction Distillation Makes Large Language Models Efficient Zero-shot Rankers	Instruction Distillation Makes Large Language Models Efficient Zero-shot Rankers		2311.01555	1		no_publication_relation_verified
P0814	RankVicuna: Zero-Shot Listwise Document Reranking with Open-Source Large Language Models	RankVicuna: Zero-Shot Listwise Document Reranking with Open-Source Large Language Models		2309.15088	1		no_publication_relation_verified
P0815	RankZephyr: Effective and Robust Zero-Shot Listwise Reranking is a Breeze!	RankZephyr: Effective and Robust Zero-Shot Listwise Reranking is a Breeze!		2312.02724	1		no_publication_relation_verified
P0816	ExaRanker-Open: Synthetic Explanation for IR using Open-Source LLMs	ExaRanker-Open: Synthetic Explanation for IR using Open-Source LLMs		2402.06334	1		no_publication_relation_verified
P0817	Expand, Highlight, Generate: RL-driven Document Generation for Passage Reranking	Expand, Highlight, Generate: RL-driven Document Generation for Passage Reranking				10.18653/v1/2023.emnlp-main.623	no_publication_relation_verified
P0818	FIRST: Faster Improved Listwise Reranking with Single Token Decoding	FIRST: Faster Improved Listwise Reranking with Single Token Decoding		2406.15657	1		no_publication_relation_verified
P0819	ReasonRank: Empowering Passage Ranking with Strong Reasoning Ability	ReasonRank: Empowering Passage Ranking with Strong Reasoning Ability		2508.07050	3		no_publication_relation_verified
P0820	Rank1: Test-Time Compute for Reranking in Information Retrieval	Rank1: Test-Time Compute for Reranking in Information Retrieval		2502.18418	2		no_publication_relation_verified
P0821	Rank-K: Test-Time Reasoning for Listwise Reranking	Rank-K: Test-Time Reasoning for Listwise Reranking		2505.14432	1		no_publication_relation_verified
P0822	REARANK: Reasoning Re-ranking Agent via Reinforcement Learning	REARANK: Reasoning Re-ranking Agent via Reinforcement Learning		2505.20046	1		no_publication_relation_verified
P0823	Rank-R1: Enhancing Reasoning in LLM-based Document Rerankers via Reinforcement Learning	Rank-R1: Enhancing Reasoning in LLM-based Document Rerankers via Reinforcement Learning		2503.06034	1		no_publication_relation_verified
P0824	TFRank: Think-Free Reasoning Enables Practical Pointwise LLM Ranking	TFRank: Think-Free Reasoning Enables Practical Pointwise LLM Ranking		2508.09539	3		no_publication_relation_verified
P0825	FreshLLMs: Refreshing Large Language Models with Search Engine Augmentation	FreshLLMs: Refreshing Large Language Models with Search Engine Augmentation		2310.03214	2		no_publication_relation_verified
P0826	Enabling Large Language Models to Generate Text with Citations	Enabling Large Language Models to Generate Text with Citations	Enabling Large Language Models to Generate Text with Citations			10.18653/v1/2023.emnlp-main.398	verified_primary_version_map
P0827	Chain-of-Note: Enhancing Robustness in Retrieval-Augmented Language Models	Chain-of-Note: Enhancing Robustness in Retrieval-Augmented Language Models		2311.09210	2		no_publication_relation_verified
P0828	Improving Retrieval-Augmented Large Language Models via Data Importance Learning	Improving Retrieval-Augmented Large Language Models via Data Importance Learning		2307.03027	1		no_publication_relation_verified
P0829	Retrieval-Generation Synergy Augmented Large Language Models	Retrieval-Generation Synergy Augmented Large Language Models		2310.05149	1		no_publication_relation_verified
P0830	Answering Questions by Meta-Reasoning over Multiple Chains of Thought	Answering Questions by Meta-Reasoning over Multiple Chains of Thought		2304.13007	4		no_publication_relation_verified
P0831	PlanRAG: A Plan-then-Retrieval Augmented Generation for Generative Large Language Models as Decision Makers	PlanRAG: A Plan-then-Retrieval Augmented Generation for Generative Large Language Models as Decision Makers		2406.12430	1		no_publication_relation_verified
P0832	Learning to Plan for Retrieval-Augmented Large Language Models from Knowledge Graphs	Learning to Plan for Retrieval-Augmented Large Language Models from Knowledge Graphs		2406.14282	3		no_publication_relation_verified
P0833	LeanContext: Cost-Efficient Domain-Specific Question Answering Using LLMs	LeanContext: Cost-Efficient Domain-Specific Question Answering Using LLMs		2309.00841	1		no_publication_relation_verified
P0834	TCRA-LLM: Token Compression Retrieval Augmented Large Language Model for Inference Cost Reduction	TCRA-LLM: Token Compression Retrieval Augmented Large Language Model for Inference Cost Reduction				10.18653/v1/2023.findings-emnlp.655	no_publication_relation_verified
P0835	Modeling Uncertainty and Using Post-fusion as Fallback Improves Retrieval Augmented Generation with LLMs	Modeling Uncertainty and Using Post-fusion as Fallback Improves Retrieval Augmented Generation with LLMs		2308.12574	2		no_publication_relation_verified
P0836	Characterizing Attribution and Fluency Tradeoffs for Retrieval-Augmented Large Language Models	Characterizing Attribution and Fluency Tradeoffs for Retrieval-Augmented Large Language Models		2302.05578	2		no_publication_relation_verified
P0837	RETA-LLM: A Retrieval-Augmented Large Language Model Toolkit	RETA-LLM: A Retrieval-Augmented Large Language Model Toolkit		2306.05212	1		no_publication_relation_verified
P0838	Chameleon: a Heterogeneous and Disaggregated Accelerator System for Retrieval-Augmented Language Models	Chameleon: a Heterogeneous and Disaggregated Accelerator System for Retrieval-Augmented Language Models		2310.09949	4		no_publication_relation_verified
P0839	RaLLe: A Framework for Developing and Evaluating Retrieval-Augmented Large Language Models	RaLLe: A Framework for Developing and Evaluating Retrieval-Augmented Large Language Models				10.18653/v1/2023.emnlp-demo.4	no_publication_relation_verified
P0840	Don't forget private retrieval: distributed private similarity search for large language models	Don't forget private retrieval: distributed private similarity search for large language models		2311.12955	1		no_publication_relation_verified
P0841	CoSearchAgent: A Lightweight Collaborative Search Agent with Large Language Models	CoSearchAgent: A Lightweight Collaborative Search Agent with Large Language Models		2402.06360	1		no_publication_relation_verified
P0842	Search-o1: Agentic search-enhanced large reasoning models	Search-o1: Agentic Search-Enhanced Large Reasoning Models		2501.05366	1		no_publication_relation_verified
P0843	Auto-RAG: Autonomous Retrieval-Augmented Generation for Large Language Models	Auto-RAG: Autonomous Retrieval-Augmented Generation for Large Language Models		2411.19443	1		no_publication_relation_verified
P0844	SimpleDeepSearcher: Deep Information Seeking via Web-Powered Reasoning Trajectory Synthesis	SimpleDeepSearcher: Deep Information Seeking via Web-Powered Reasoning Trajectory Synthesis		2505.16834	3		no_publication_relation_verified
P0845	Tool-Star: Empowering LLM-Brained Multi-Tool Reasoner via Reinforcement Learning	Tool-Star: Empowering LLM-Brained Multi-Tool Reasoner via Reinforcement Learning		2505.16410	1		no_publication_relation_verified
P0846	ZeroSearch: Incentivize the Search Capability of LLMs without Searching	ZeroSearch: Incentivize the Search Capability of LLMs without Searching		2505.04588	3		no_publication_relation_verified
P0847	Measuring short-form factuality in large language models	Measuring short-form factuality in large language models		2411.04368	1		no_publication_relation_verified
P0848	Constructing A Multi-hop QA Dataset for Comprehensive Evaluation of Reasoning Steps	Constructing A Multi-hop QA Dataset for Comprehensive Evaluation of Reasoning Steps		2011.01060	2		no_publication_relation_verified
P0849	BrowseComp: A Simple Yet Challenging Benchmark for Browsing Agents	BrowseComp: A Simple Yet Challenging Benchmark for Browsing Agents		2504.12516	1		no_publication_relation_verified
P0850	AssistantBench: Can Web Agents Solve Realistic and Time-Consuming Tasks?	AssistantBench: Can Web Agents Solve Realistic and Time-Consuming Tasks?		2407.15711	2		no_publication_relation_verified
P0851	SWE-bench: Can Language Models Resolve Real-World GitHub Issues?	SWE-bench: Can Language Models Resolve Real-World GitHub Issues?		2310.06770	3		no_publication_relation_verified
P0852	WebWalker: Benchmarking LLMs in Web Traversal	WebWalker: Benchmarking LLMs in Web Traversal		2501.07572	3		no_publication_relation_verified
P0853	WebDancer: Towards Autonomous Information Seeking Agency	WebDancer: Towards Autonomous Information Seeking Agency		2505.22648	3		no_publication_relation_verified
P0854	MemGraphRAG: Memory-based Multi-Agent System for Graph Retrieval-Augmented Generation	MemGraphRAG: Memory-based Multi-Agent System for Graph Retrieval-Augmented Generation		2606.00610	1		no_publication_relation_verified
P0855	MoG: Mixture of Experts for Graph-based Retrieval-Augmented Generation	MoG: Mixture of Experts for Graph-based Retrieval-Augmented Generation		2605.31010	1		no_publication_relation_verified
P0856	Beyond Chunk-Local Extraction: Cross-Chunk Graph Augmentation for GraphRAG	Beyond Chunk-Local Extraction: Cross-Chunk Graph Augmentation for GraphRAG		2605.28004	1		no_publication_relation_verified
P0857	STEM: Structure-Tracing Evidence Mining for Knowledge Graphs-Driven Retrieval-Augmented Generation	STEM: Structure-Tracing Evidence Mining for Knowledge Graphs-Driven Retrieval-Augmented Generation		2604.22282	2		no_publication_relation_verified
P0858	AtomicRAG: Atom-Entity Graphs for Retrieval-Augmented Generation	AtomicRAG: Atom-Entity Graphs for Retrieval-Augmented Generation		2604.20844	1		no_publication_relation_verified
P0859	Toward Robust GraphRAG: Mitigating Retrieval Drift and Hallucination from Imperfect Knowledge Graphs	Toward Robust GraphRAG: Mitigating Retrieval Drift and Hallucination from Imperfect Knowledge Graphs		2603.14828	2		no_publication_relation_verified
P0860	MDER-DR: Multi-Hop Question Answering with Entity-Centric Summaries	MDER-DR: Multi-Hop Question Answering with Entity-Centric Summaries		2603.11223	1		no_publication_relation_verified
P0861	Core-based Hierarchies for Efficient GraphRAG	Core-based Hierarchies for Efficient GraphRAG		2603.05207	2		no_publication_relation_verified
P0862	HELIOS: Harmonizing Early Fusion, Late Fusion, and LLM Reasoning for Multi-Granular Table-Text Retrieval	HELIOS: Harmonizing Early Fusion, Late Fusion, and LLM Reasoning for Multi-Granular Table-Text Retrieval		2603.02248	1		no_publication_relation_verified
P0863	HyperRAG: Reasoning N-ary Facts over Hypergraphs for Retrieval Augmented Generation	HyperRAG: Reasoning N-ary Facts over Hypergraphs for Retrieval Augmented Generation		2602.14470	1		no_publication_relation_verified
P0864	CausalRAG2: Hierarchical Causal Knowledge Graph Design for RAG	CausalRAG2: Hierarchical Causal Knowledge Graph Design for RAG		2602.05143	2		no_publication_relation_verified
P0865	Breaking the Static Graph: Context-Aware Traversal for Robust Retrieval-Augmented Generation	Breaking the Static Graph: Context-Aware Traversal for Robust Retrieval-Augmented Generation		2602.01965	1		no_publication_relation_verified
P0866	From RAG to Memory: Non-Parametric Continual Learning for Large Language Models	From RAG to Memory: Non-Parametric Continual Learning for Large Language Models		2502.14802	2		no_publication_relation_verified
P0867	HippoRAG: Neurobiologically Inspired Long-Term Memory for Large Language Models	HippoRAG: Neurobiologically Inspired Long-Term Memory for Large Language Models		2405.14831	3		no_publication_relation_verified
P0868	Retrieve-Rewrite-Answer: A KG-to-Text Enhanced LLMs Framework for Knowledge Graph Question Answering	Retrieve-Rewrite-Answer: A KG-to-Text Enhanced LLMs Framework for Knowledge Graph Question Answering		2309.11206	2		no_publication_relation_verified
P0869	GreaseLM: Graph REASoning Enhanced Language Models for Question Answering	GreaseLM: Graph REASoning Enhanced Language Models for Question Answering		2201.08860	1		no_publication_relation_verified
P0870	Subgraph Retrieval Enhanced Model for Multi-hop Knowledge Base Question Answering	Subgraph Retrieval Enhanced Model for Multi-hop Knowledge Base Question Answering		2202.13296	2		no_publication_relation_verified
P0871	QA-GNN: Reasoning with Language Models and Knowledge Graphs for Question Answering	QA-GNN: Reasoning with Language Models and Knowledge Graphs for Question Answering		2104.06378	5		no_publication_relation_verified
P0872	PullNet: Open Domain Question Answering with Iterative Retrieval on Knowledge Bases and Text	PullNet: Open Domain Question Answering with Iterative Retrieval on Knowledge Bases and Text		1904.09537	1		no_publication_relation_verified
P0873	MARS: Multi-hop Adaptive Retrieval and SPARQL Generation for KGQA	MARS: Multi-hop Adaptive Retrieval and SPARQL Generation for KGQA		2607.14561	2		no_publication_relation_verified
P0874	KG-Reasoner: A Reinforced Model for End-to-End Multi-Hop Knowledge Graph Reasoning	KG-Reasoner: A Reinforced Model for End-to-End Multi-Hop Knowledge Graph Reasoning		2604.12487	1		no_publication_relation_verified
P0875	GraphWalker: Agentic Knowledge Graph Question Answering via Synthetic Trajectory Curriculum	GraphWalker: Agentic Knowledge Graph Question Answering via Synthetic Trajectory Curriculum		2603.28533	3		no_publication_relation_verified
P0876	KG-Hopper: Empowering Compact Open LLMs with Knowledge Graph Reasoning via Reinforcement Learning	KG-Hopper: Empowering Compact Open LLMs with Knowledge Graph Reasoning via Reinforcement Learning		2603.21440	4		no_publication_relation_verified
P0877	RouterKGQA: Specialized--General Model Routing for Constraint-Aware Knowledge Graph Question Answering	RouterKGQA: Specialized--General Model Routing for Constraint-Aware Knowledge Graph Question Answering		2603.20017	1		no_publication_relation_verified
P0878	Empowering Language Models with Knowledge Graph Reasoning for Question Answering	Empowering Language Models with Knowledge Graph Reasoning for Question Answering		2211.08380	1		no_publication_relation_verified
P0879	KnowledgeNavigator: Leveraging Large Language Models for Enhanced Reasoning over Knowledge Graph	KnowledgeNavigator: Leveraging Large Language Models for Enhanced Reasoning over Knowledge Graph		2312.15880	2		no_publication_relation_verified
P0880	KG-RAG: Bridging the Gap Between Knowledge and Creativity	KG-RAG: Bridging the Gap Between Knowledge and Creativity		2405.12035	1		no_publication_relation_verified
P0881	Mitigating Hallucinations in Large Language Models via Self-Refinement-Enhanced Knowledge Retrieval	Mitigating Hallucinations in Large Language Models via Self-Refinement-Enhanced Knowledge Retrieval		2405.06545	1		no_publication_relation_verified
P0882	Beyond Parallel Sampling: Diverse Query Initialization for Agentic Search	Beyond Parallel Sampling: Diverse Query Initialization for Agentic Search		2606.17209	1		no_publication_relation_verified
P0883	FineVerify: Scaling Test-Time Compute with Fine-Grained Self-Verification for Agentic Search	FineVerify: Scaling Test-Time Compute with Fine-Grained Self-Verification for Agentic Search		2606.00660	2		no_publication_relation_verified
P0884	Rethinking Agentic Search with Pi-Serini: Is Lexical Retrieval Sufficient?	Rethinking Agentic Search with Pi-Serini: Is Lexical Retrieval Sufficient?		2605.10848	1		no_publication_relation_verified
P0885	Corpus2Skill: Distilling Enterprise Knowledge into Navigable Agent Skills for QA and RAG	Corpus2Skill: Distilling Enterprise Knowledge into Navigable Agent Skills for QA and RAG		2604.14572	4		no_publication_relation_verified
P0886	Rethinking Retrieval-Augmented Generation as a Cooperative Decision-Making Problem	Rethinking Retrieval-Augmented Generation as a Cooperative Decision-Making Problem		2602.18734	2		no_publication_relation_verified
P0887	Rethinking the Reranker: Boundary-Aware Evidence Selection for Robust Retrieval-Augmented Generation	Rethinking the Reranker: Boundary-Aware Evidence Selection for Robust Retrieval-Augmented Generation		2602.03689	1		no_publication_relation_verified
P0888	TruthfulRAG: Resolving Factual-level Conflicts in Retrieval-Augmented Generation with Knowledge Graphs	TruthfulRAG: Resolving Factual-level Conflicts in Retrieval-Augmented Generation with Knowledge Graphs		2511.10375	1		no_publication_relation_verified
P0889	Retrieval-Augmented Generation with Conflicting Evidence	Retrieval-Augmented Generation with Conflicting Evidence		2504.13079	2		no_publication_relation_verified
P0890	DualRAG: A Dual-Process Approach to Integrate Reasoning and Retrieval for Multi-Hop Question Answering	DualRAG: A Dual-Process Approach to Integrate Reasoning and Retrieval for Multi-Hop Question Answering		2504.18243	3		no_publication_relation_verified
P0891	SERC: LDPC-Inspired Semantic Error Correction for Retrieval-Augmented Generation	SERC: LDPC-Inspired Semantic Error Correction for Retrieval-Augmented Generation		2605.28837	1		no_publication_relation_verified
P0892	PAVE: Premise-Aware Validation and Editing for Retrieval-Augmented LLMs	PAVE: Premise-Aware Validation and Editing for Retrieval-Augmented LLMs		2603.20673	2		no_publication_relation_verified
P0893	CounterRefine: Answer-Conditioned Counterevidence Retrieval for Inference-Time Knowledge Repair in Factual Question Answering	CounterRefine: Answer-Conditioned Counterevidence Retrieval for Inference-Time Knowledge Repair in Factual Question Answering		2603.16091	3		no_publication_relation_verified
P0894	RAGShaper: Eliciting Sophisticated Agentic RAG Skills via Automated Data Synthesis	RAGShaper: Eliciting Sophisticated Agentic RAG Skills via Automated Data Synthesis		2601.08699	1		no_publication_relation_verified
P0895	Disco-RAG: Discourse-Aware Retrieval-Augmented Generation	Disco-RAG: Discourse-Aware Retrieval-Augmented Generation		2601.04377	5		no_publication_relation_verified
P0896	Learning to Extract Rational Evidence via Reinforcement Learning for Retrieval-Augmented Generation	Learning to Extract Rational Evidence via Reinforcement Learning for Retrieval-Augmented Generation		2507.15586	7		no_publication_relation_verified
P0897	TreePS-RAG: Tree-based Process Supervision for Reinforcement Learning in Agentic RAG	TreePS-RAG: Tree-based Process Supervision for Reinforcement Learning in Agentic RAG		2601.06922	1		no_publication_relation_verified
P0898	RARE: Retrieval-Augmented Reasoning Modeling	RARE: Retrieval-Augmented Reasoning Modeling		2503.23513	2		no_publication_relation_verified
P0899	Retrieval is Not Enough: Enhancing RAG Reasoning through Test-Time Critique and Optimization	Retrieval is Not Enough: Enhancing RAG Reasoning through Test-Time Critique and Optimization		2504.14858	4		no_publication_relation_verified
P0900	TRACE the evidence: Constructing knowledge-grounded reasoning chains for retrieval-augmented generation	TRACE the Evidence: Constructing Knowledge-Grounded Reasoning Chains for Retrieval-Augmented Generation		2406.11460	1		no_publication_relation_verified
P0901	T-GRAG: A Dynamic GraphRAG Framework for Resolving Temporal Conflicts and Redundancy in Knowledge Retrieval	T-GRAG: A Dynamic GraphRAG Framework for Resolving Temporal Conflicts and Redundancy in Knowledge Retrieval		2508.01680	1		no_publication_relation_verified
P0902	KBLaM: Knowledge Base augmented Language Model	KBLaM: Knowledge Base augmented Language Model		2410.10450	2		no_publication_relation_verified
P0903	ReaRAG: Knowledge-guided Reasoning Enhances Factuality of Large Reasoning Models with Iterative Retrieval Augmented Generation	ReaRAG: Knowledge-guided Reasoning Enhances Factuality of Large Reasoning Models with Iterative Retrieval Augmented Generation		2503.21729	3		no_publication_relation_verified
P0904	Scaling Test-Time Inference with Policy-Optimized, Dynamic Retrieval-Augmented Generation via KV Caching and Decoding	Scaling Test-Time Inference with Policy-Optimized, Dynamic Retrieval-Augmented Generation via KV Caching and Decoding		2504.01281	3		no_publication_relation_verified
P0905	MultiHop-RAG: Benchmarking Retrieval-Augmented Generation for Multi-Hop Queries	MultiHop-RAG: Benchmarking Retrieval-Augmented Generation for Multi-Hop Queries		2401.15391	1		no_publication_relation_verified
P0906	Revisiting Text Ranking in Deep Research	Revisiting Text Ranking in Deep Research		2602.21456	2		no_publication_relation_verified
P0907	SmartSearch: Process Reward-Guided Query Refinement for Search Agents	SmartSearch: Process Reward-Guided Query Refinement for Search Agents		2601.04888	1		no_publication_relation_verified
P0908	D²Plan: Dual-Agent Dynamic Global Planning for Complex Retrieval-Augmented Reasoning	D$^2$Plan: Dual-Agent Dynamic Global Planning for Complex Retrieval-Augmented Reasoning		2601.08282	1		no_publication_relation_verified
P0909	HiPRAG: Hierarchical Process Rewards for Efficient Agentic Retrieval Augmented Generation	HiPRAG: Hierarchical Process Rewards for Efficient Agentic Retrieval Augmented Generation		2510.07794	2		no_publication_relation_verified
P0910	Distillation and Refinement of Reasoning in Small Language Models for Document Re-ranking	Distillation and Refinement of Reasoning in Small Language Models for Document Re-ranking		2504.03947	3		no_publication_relation_verified
P0911	Tool Retrieval Bridge: Aligning Vague Instructions with Retriever Preferences via Bridge Model	Tool Retrieval Bridge: Aligning Vague Instructions with Retriever Preferences via Bridge Model		2604.07816	1		no_publication_relation_verified
