paper_id	title	topic_code	scope	verification_status	canonical_url	arxiv_id	doi	acl_id	arxiv_id_year	authors	venue	publication_year	metadata_source_url	discovery_sources	source_rows	link_check_date	link_check_note
P0673	How Can We Know When Language Models Know? On the Calibration of Language Models for Question Answering	RAG_QA	methodological_IR_RAG_QA	blocked_or_unreadable	https://doi.org/10.1162/tacl_a_00407		10.1162/tacl_a_00407						https://doi.org/10.1162/tacl_a_00407	"[""https://github.com/PKU-DAIR/RAG-Survey/blob/main/README.md""]"	"[""R0675""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0691	From Classification to Generation: Insights into Crosslingual Retrieval Augmented ICL	RAG_QA	methodological_IR_RAG_QA	blocked_or_unreadable	https://openreview.net/forum?id=KLPLCXo4aD								https://openreview.net/forum?id=KLPLCXo4aD	"[""https://github.com/PKU-DAIR/RAG-Survey/blob/main/README.md""]"	"[""R0693""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0697	SwissLog: Robust Anomaly Detection and Localization for Interleaved Unstructured Logs	LOG_TRACE_METRIC	direct_AIOps_log_observability	blocked_or_unreadable	https://ieeexplore.ieee.org/document/9744513/								https://ieeexplore.ieee.org/document/9744513/	"[""https://github.com/IntelligentDDS/awesome-papers/blob/main/Anomaly_detection/README.md""]"	"[""R0699""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0698	Augmenting Log-based Anomaly Detection Models to Reduce False Anomalies with Human Feedback	LOG_TRACE_METRIC	direct_AIOps_log_observability	blocked_or_unreadable	https://doi.org/10.1145/3534678.3539106		10.1145/3534678.3539106						https://doi.org/10.1145/3534678.3539106	"[""https://github.com/IntelligentDDS/awesome-papers/blob/main/Anomaly_detection/README.md""]"	"[""R0700""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0702	A Semi-Supervised VAE Based Active Anomaly Detection Framework in Multivariate Time Series for Online Systems	LOG_TRACE_METRIC	direct_AIOps_log_observability	blocked_or_unreadable	https://doi.org/10.1145/3485447.3511984		10.1145/3485447.3511984						https://doi.org/10.1145/3485447.3511984	"[""https://github.com/IntelligentDDS/awesome-papers/blob/main/Anomaly_detection/README.md""]"	"[""R0704""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0704	Semi-supervised Log-based Anomaly Detection via Probabilistic Label Estimation	LOG_TRACE_METRIC	direct_AIOps_log_observability	blocked_or_unreadable	https://ieeexplore.ieee.org/document/9401970								https://ieeexplore.ieee.org/document/9401970	"[""https://github.com/IntelligentDDS/awesome-papers/blob/main/Anomaly_detection/README.md""]"	"[""R0706""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0705	High Significant Fault Detection in Azure Core Workload Insights	LOG_TRACE_METRIC	direct_AIOps_log_observability	blocked_or_unreadable	https://ojs.aaai.org/index.php/AAAI/article/view/30312								https://ojs.aaai.org/index.php/AAAI/article/view/30312	"[""https://github.com/IntelligentDDS/awesome-papers/blob/main/Anomaly_detection/README.md""]"	"[""R0707""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0706	DBCatcher: A Cloud Database Online Anomaly Detection System based on Indicator Correlation	LOG_TRACE_METRIC	direct_AIOps_log_observability	blocked_or_unreadable	https://ieeexplore.ieee.org/document/10184680								https://ieeexplore.ieee.org/document/10184680	"[""https://github.com/IntelligentDDS/awesome-papers/blob/main/Anomaly_detection/README.md""]"	"[""R0708""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0708	TS-InvarNet: Anomaly Detection and Localization based on Tempo-spatial KPI Invariants in Distributed Services	LOG_TRACE_METRIC	direct_AIOps_log_observability	blocked_or_unreadable	https://yuxiaoba.github.io/publication/tsinvarnet22/tsInvarNet22.pdf								https://yuxiaoba.github.io/publication/tsinvarnet22/tsInvarNet22.pdf	"[""https://github.com/IntelligentDDS/awesome-papers/blob/main/Anomaly_detection/README.md""]"	"[""R0710""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0709	A Composition Framework for Change Management	LOG_TRACE_METRIC	direct_AIOps_log_observability	blocked_or_unreadable	https://doi.org/10.1145/3452296.3472901		10.1145/3452296.3472901						https://doi.org/10.1145/3452296.3472901	"[""https://github.com/IntelligentDDS/awesome-papers/blob/main/Anomaly_detection/README.md""]"	"[""R0711""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0711	Jump-Starting Multivariate Time Series Anomaly Detection for Online Service Systems	LOG_TRACE_METRIC	direct_AIOps_log_observability	blocked_or_unreadable	https://www.usenix.org/system/files/atc21-ma.pdf								https://www.usenix.org/system/files/atc21-ma.pdf	"[""https://github.com/IntelligentDDS/awesome-papers/blob/main/Anomaly_detection/README.md""]"	"[""R0713""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0712	USAD: UnSupervised Anomaly Detection on Multivariate Time Series	LOG_TRACE_METRIC	direct_AIOps_log_observability	blocked_or_unreadable	https://doi.org/10.1145/3394486.3403392		10.1145/3394486.3403392						https://doi.org/10.1145/3394486.3403392	"[""https://github.com/IntelligentDDS/awesome-papers/blob/main/Anomaly_detection/README.md""]"	"[""R0714""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0714	Rapid and Robust Impact Assessment of Software Changes in Large Internet-based Services	LOG_TRACE_METRIC	direct_AIOps_log_observability	pdf_readable_title_pending	https://conferences2.sigcomm.org/co-next/2015/img/papers/conext15-final2.pdf								https://conferences2.sigcomm.org/co-next/2015/img/papers/conext15-final2.pdf	"[""https://github.com/IntelligentDDS/awesome-papers/blob/main/Anomaly_detection/README.md""]"	"[""R0716""]"	2026-09-12	PDF readable; title pending comparison
P0715	Rapid Detection of Maintenance Induced Changes in Service Performance	LOG_TRACE_METRIC	direct_AIOps_log_observability	pdf_readable_title_pending	https://www.cs.utexas.edu/~yzhang/papers/prism-conext11.pdf								https://www.cs.utexas.edu/~yzhang/papers/prism-conext11.pdf	"[""https://github.com/IntelligentDDS/awesome-papers/blob/main/Anomaly_detection/README.md""]"	"[""R0717""]"	2026-09-12	PDF readable; title pending comparison
P0716	Detecting the Performance Impact of Upgrades in Large Operational Networks	LOG_TRACE_METRIC	direct_AIOps_log_observability	pdf_readable_title_pending	https://www.cs.utexas.edu/~yzhang/papers/mercury-sigc10.pdf								https://www.cs.utexas.edu/~yzhang/papers/mercury-sigc10.pdf	"[""https://github.com/IntelligentDDS/awesome-papers/blob/main/Anomaly_detection/README.md""]"	"[""R0718""]"	2026-09-12	PDF readable; title pending comparison
P0717	TraceCRL: Contrastive Representation Learning for Microservice Trace Analysis	LOG_TRACE_METRIC	direct_AIOps_log_observability	blocked_or_unreadable	https://doi.org/10.1145/3540250.3549146		10.1145/3540250.3549146						https://doi.org/10.1145/3540250.3549146	"[""https://github.com/IntelligentDDS/awesome-papers/blob/main/Anomaly_detection/README.md""]"	"[""R0719""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0718	Unsupervised Detection of Microservice Trace Anomalies through Service-Level Deep Bayesian Networks	LOG_TRACE_METRIC	direct_AIOps_log_observability	blocked_or_unreadable	https://ieeexplore.ieee.org/document/9251058								https://ieeexplore.ieee.org/document/9251058	"[""https://github.com/IntelligentDDS/awesome-papers/blob/main/Anomaly_detection/README.md""]"	"[""R0720""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0720	Hybrid Anomaly Detection and Prioritization for Network Logs at Cloud Scale	LOG_TRACE_METRIC	direct_AIOps_log_observability	blocked_or_unreadable	https://doi.org/10.1145/3492321.3519566		10.1145/3492321.3519566						https://doi.org/10.1145/3492321.3519566	"[""https://github.com/IntelligentDDS/awesome-papers/blob/main/Anomaly_detection/README.md""]"	"[""R0722""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0721	Sentiment Analysis based Error Detection for Large-Scale Systems	LOG_TRACE_METRIC	direct_AIOps_log_observability	blocked_or_unreadable	https://ieeexplore.ieee.org/document/9505163								https://ieeexplore.ieee.org/document/9505163	"[""https://github.com/IntelligentDDS/awesome-papers/blob/main/Anomaly_detection/README.md""]"	"[""R0723""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0724	Identifying Bad Software Changes via Multimodal Anomaly Detection for Online Service Systems	LOG_TRACE_METRIC	direct_AIOps_log_observability	blocked_or_unreadable	https://doi.org/10.1145/3468264.3468543		10.1145/3468264.3468543						https://doi.org/10.1145/3468264.3468543	"[""https://github.com/IntelligentDDS/awesome-papers/blob/main/Anomaly_detection/README.md""]"	"[""R0726""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0760	How Far Can Root Cause Analysis Go on Real-World Telemetry Data?	AIOPS_RCA	direct_AIOps_log_observability	blocked_or_unreadable	https://arxiv.org/abs/2607.13548	2607.13548			2026				https://arxiv.org/abs/2607.13548	"[""primary_abstract_and_project_pages""]"	"[""R0765""]"	2026-09-12	web tool internal error; availability not established
P0765	UAC-AD: Unsupervised Adversarial Contrastive Learning for Anomaly Detection on Multi-modal Data in Microservice Systems	AIOPS_RCA	direct_AIOps_log_observability	blocked_or_unreadable	https://ieeexplore.ieee.org/document/10552111								https://ieeexplore.ieee.org/document/10552111	"[""https://github.com/phamquiluan/awesome-failure-diagnosis""]"	"[""R0770""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0766	Robust multimodal failure detection for microservice systems	AIOPS_RCA	direct_AIOps_log_observability	blocked_or_unreadable	https://doi.org/10.1145/3580305.3599902		10.1145/3580305.3599902						https://doi.org/10.1145/3580305.3599902	"[""https://github.com/phamquiluan/awesome-failure-diagnosis""]"	"[""R0771""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0769	Robust Root Cause Diagnosis using In-Distribution Interventions	AIOPS_RCA	direct_AIOps_log_observability	blocked_or_unreadable	https://openreview.net/forum?id=l11DZY5Nxu								https://openreview.net/forum?id=l11DZY5Nxu	"[""https://github.com/phamquiluan/awesome-failure-diagnosis""]"	"[""R0774""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0770	HeMiRCA: Fine-Grained Root Cause Analysis for Microservices with Heterogeneous Data Sources	AIOPS_RCA	direct_AIOps_log_observability	blocked_or_unreadable	https://doi.org/10.1145/3674726		10.1145/3674726						https://doi.org/10.1145/3674726	"[""https://github.com/phamquiluan/awesome-failure-diagnosis""]"	"[""R0775""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0771	Network-centric distributed tracing with deepflow: Troubleshooting your microservices in zero code	AIOPS_RCA	direct_AIOps_log_observability	blocked_or_unreadable	https://doi.org/10.1145/3603269.3604823		10.1145/3603269.3604823						https://doi.org/10.1145/3603269.3604823	"[""https://github.com/phamquiluan/awesome-failure-diagnosis""]"	"[""R0776""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0772	AIOpsArena: Scenario-Oriented Evaluation and Leaderboard for AIOps Algorithms in Microservices	AIOPS_RCA	direct_AIOps_log_observability	pdf_readable_title_pending	https://nkcs.iops.ai/wp-content/uploads/2025/01/AIOpsArena.pdf								https://nkcs.iops.ai/wp-content/uploads/2025/01/AIOpsArena.pdf	"[""https://github.com/phamquiluan/awesome-failure-diagnosis""]"	"[""R0777""]"	2026-09-12	PDF readable; title pending comparison
P0775	Going through the Life Cycle of Faults in Clouds: Guidelines on Fault Handling	AIOPS_RCA	direct_AIOps_log_observability	blocked_or_unreadable	https://ieeexplore.ieee.org/document/9978764/								https://ieeexplore.ieee.org/document/9978764/	"[""https://github.com/phamquiluan/awesome-failure-diagnosis""]"	"[""R0780""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0777	An Intelligent Framework for Timely, Accurate, and Comprehensive Cloud Incident Detection	AIOPS_RCA	direct_AIOps_log_observability	blocked_or_unreadable	https://doi.org/10.1145/3544497.3544499		10.1145/3544497.3544499						https://doi.org/10.1145/3544497.3544499	"[""https://github.com/phamquiluan/awesome-failure-diagnosis""]"	"[""R0782""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0778	Localization of Operational Faults in Cloud Applications by Mining Causal Dependencies in Logs Using Golden Signals	AIOPS_RCA	direct_AIOps_log_observability	blocked_or_unreadable	https://doi.org/10.1007/978-3-030-76352-7_17		10.1007/978-3-030-76352-7_17						https://doi.org/10.1007/978-3-030-76352-7_17	"[""https://github.com/phamquiluan/awesome-failure-diagnosis""]"	"[""R0783""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0779	Onion: Identifying Incident-Indicating Logs for Cloud Systems	AIOPS_RCA	direct_AIOps_log_observability	blocked_or_unreadable	https://doi.org/10.1145/3468264.3473919		10.1145/3468264.3473919						https://doi.org/10.1145/3468264.3473919	"[""https://github.com/phamquiluan/awesome-failure-diagnosis""]"	"[""R0784""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0780	Towards intelligent incident management: why we need it and how we make it	AIOPS_RCA	direct_AIOps_log_observability	blocked_or_unreadable	https://doi.org/10.1145/3368089.3417055		10.1145/3368089.3417055						https://doi.org/10.1145/3368089.3417055	"[""https://github.com/phamquiluan/awesome-failure-diagnosis""]"	"[""R0785""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0781	Mining causality of network events in log data	AIOPS_RCA	direct_AIOps_log_observability	blocked_or_unreadable	https://ieeexplore.ieee.org/document/8122062								https://ieeexplore.ieee.org/document/8122062	"[""https://github.com/phamquiluan/awesome-failure-diagnosis""]"	"[""R0786""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0782	CorpusLM: Towards a Unified Language Model on Corpus for Knowledge-Intensive Tasks	IR_RERANKING	methodological_IR_RAG_QA	blocked_or_unreadable	https://doi.org/10.1145/3626772.3657778		10.1145/3626772.3657778						https://doi.org/10.1145/3626772.3657778	"[""https://github.com/RUC-NLPIR/LLM4IR-Survey/blob/main/README.md""]"	"[""R0787""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0783	Text-to-Text Multi-view Learning for Passage Re-ranking	IR_RERANKING	methodological_IR_RAG_QA	blocked_or_unreadable	https://doi.org/10.1145/3404835.3463048		10.1145/3404835.3463048						https://doi.org/10.1145/3404835.3463048	"[""https://github.com/RUC-NLPIR/LLM4IR-Survey/blob/main/README.md""]"	"[""R0788""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0784	RankT5: Fine-Tuning T5 for Text Ranking with Ranking Losses	IR_RERANKING	methodological_IR_RAG_QA	blocked_or_unreadable	https://doi.org/10.1145/3539618.3592047		10.1145/3539618.3592047						https://doi.org/10.1145/3539618.3592047	"[""https://github.com/RUC-NLPIR/LLM4IR-Survey/blob/main/README.md""]"	"[""R0789""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0809	APEER: Automatic Prompt Engineering Enhances Large Language Model Reranking	IR_RERANKING	methodological_IR_RAG_QA	blocked_or_unreadable	https://doi.org/10.1145/3701716.3717574		10.1145/3701716.3717574						https://doi.org/10.1145/3701716.3717574	"[""https://github.com/RUC-NLPIR/LLM4IR-Survey/blob/main/README.md""]"	"[""R0814""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0810	ExaRanker: Explanation-Augmented Neural Ranker	IR_RERANKING	methodological_IR_RAG_QA	blocked_or_unreadable	https://doi.org/10.1145/3539618.3592067		10.1145/3539618.3592067						https://doi.org/10.1145/3539618.3592067	"[""https://github.com/RUC-NLPIR/LLM4IR-Survey/blob/main/README.md""]"	"[""R0815""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0856	Beyond Chunk-Local Extraction: Cross-Chunk Graph Augmentation for GraphRAG	GRAPH_RAG	methodological_IR_RAG_QA	blocked_or_unreadable	https://arxiv.org/abs/2605.28004	2605.28004			2026				https://arxiv.org/abs/2605.28004	"[""https://github.com/DavidZWZ/Awesome-RAG-Reasoning""]"	"[""N0003""]"	2026-09-12	Fetch blocked / not readable through web tool
P0873	MARS: Multi-hop Adaptive Retrieval and SPARQL Generation for KGQA	GRAPH_RAG	methodological_IR_RAG_QA	blocked_or_unreadable	https://arxiv.org/abs/2607.14561	2607.14561			2026				https://arxiv.org/abs/2607.14561	"[""https://github.com/DavidZWZ/Awesome-RAG-Reasoning""]"	"[""N0021""]"	2026-09-12	Fetch blocked / not readable through web tool
P0882	Beyond Parallel Sampling: Diverse Query Initialization for Agentic Search	GRAPH_RAG	methodological_IR_RAG_QA	blocked_or_unreadable	https://arxiv.org/abs/2606.17209	2606.17209			2026				https://arxiv.org/abs/2606.17209	"[""https://github.com/DavidZWZ/Awesome-RAG-Reasoning""]"	"[""N0033""]"	2026-09-12	Fetch blocked / not readable through web tool
P0883	FineVerify: Scaling Test-Time Compute with Fine-Grained Self-Verification for Agentic Search	GRAPH_RAG	methodological_IR_RAG_QA	blocked_or_unreadable	https://arxiv.org/abs/2606.00660	2606.00660			2026				https://arxiv.org/abs/2606.00660	"[""https://github.com/DavidZWZ/Awesome-RAG-Reasoning""]"	"[""N0034""]"	2026-09-12	Fetch blocked / not readable through web tool
P0940	CalVerT: Augmenting Agents with Calibrated Verifier Telemetry Improves Action and Learning in Knowledge-Intensive Tasks	RAG_QA	methodological_IR_RAG_QA	blocked_or_unreadable	https://arxiv.org/abs/2606.21777	2606.21777			2026				https://arxiv.org/abs/2606.21777	"[""https://github.com/DavidZWZ/Awesome-RAG-Reasoning""]"	"[""N0093""]"	2026-09-12	Fetch blocked / not readable through web tool
P0954	SHIFT: Gate-Modulated Activation Steering for Knowledge Conflict Mitigation in Retrieval-Augmented Generation	RAG_QA	methodological_IR_RAG_QA	blocked_or_unreadable	https://arxiv.org/abs/2606.27786	2606.27786			2026				https://arxiv.org/abs/2606.27786	"[""https://github.com/DavidZWZ/Awesome-RAG-Reasoning""]"	"[""N0107""]"	2026-09-12	Fetch blocked / not readable through web tool
