source_row	final_paper_id	original_title	input_url	observed_title
R0770	P0765	UAC-AD: Unsupervised Adversarial Contrastive Learning for Anomaly Detection on Multi-modal Data in Microservice Systems	https://ieeexplore.ieee.org/document/10552111	UAC-AD: Unsupervised Adversarial Contrastive Learning for Anomaly Detection on Multi-modal Data in Microservice Systems
R0771	P0766	Robust multimodal failure detection for microservice systems	https://doi.org/10.1145/3580305.3599902	Robust multimodal failure detection for microservice systems
R0772	P0767	TORAI: Multi-Source Root Cause Analysis for Blind Spots in Microservice Service Call Graph	https://arxiv.org/abs/2604.13522	TORAI: Multi-Source Root Cause Analysis for Blind Spots in Microservice Service Call Graph
R0773	P0768	Graph-Free Root Cause Analysis	https://arxiv.org/abs/2601.21359	Graph-Free Root Cause Analysis
R0774	P0769	Robust Root Cause Diagnosis using In-Distribution Interventions	https://openreview.net/forum?id=l11DZY5Nxu	Robust Root Cause Diagnosis using In-Distribution Interventions
R0775	P0770	HeMiRCA: Fine-Grained Root Cause Analysis for Microservices with Heterogeneous Data Sources	https://doi.org/10.1145/3674726	HeMiRCA: Fine-Grained Root Cause Analysis for Microservices with Heterogeneous Data Sources
R0776	P0771	Network-centric distributed tracing with deepflow: Troubleshooting your microservices in zero code	https://doi.org/10.1145/3603269.3604823	Network-centric distributed tracing with deepflow: Troubleshooting your microservices in zero code
R0777	P0772	AIOpsArena: Scenario-Oriented Evaluation and Leaderboard for AIOps Algorithms in Microservices	https://nkcs.iops.ai/wp-content/uploads/2025/01/AIOpsArena.pdf	AIOpsArena: Scenario-Oriented Evaluation and Leaderboard for AIOps Algorithms in Microservices
R0778	P0773	Failure Diagnosis in Microservice Systems: A Comprehensive Survey and Analysis	https://arxiv.org/abs/2407.01710	Failure Diagnosis in Microservice Systems: A Comprehensive Survey and Analysis
R0779	P0774	Constructing Large-Scale Real-World Benchmark Datasets for AIOps	https://arxiv.org/abs/2208.03938	Constructing Large-Scale Real-World Benchmark Datasets for AIOps
R0780	P0775	Going through the Life Cycle of Faults in Clouds: Guidelines on Fault Handling	https://ieeexplore.ieee.org/document/9978764/	Going through the Life Cycle of Faults in Clouds: Guidelines on Fault Handling
R0781	P0776	WOLFFI: A fault injection platform for learning AIOps models	https://research.ibm.com/publications/wolffi-a-fault-injection-platform-for-learning-aiops-models	WOLFFI: A fault injection platform for learning AIOps models
R0782	P0777	An Intelligent Framework for Timely, Accurate, and Comprehensive Cloud Incident Detection	https://doi.org/10.1145/3544497.3544499	An Intelligent Framework for Timely, Accurate, and Comprehensive Cloud Incident Detection
R0783	P0778	Localization of Operational Faults in Cloud Applications by Mining Causal Dependencies in Logs Using Golden Signals	https://doi.org/10.1007/978-3-030-76352-7_17	Localization of Operational Faults in Cloud Applications by Mining Causal Dependencies in Logs Using Golden Signals
R0784	P0779	Onion: Identifying Incident-Indicating Logs for Cloud Systems	https://doi.org/10.1145/3468264.3473919	Onion: Identifying Incident-Indicating Logs for Cloud Systems
R0785	P0780	Towards intelligent incident management: why we need it and how we make it	https://doi.org/10.1145/3368089.3417055	Towards intelligent incident management: why we need it and how we make it
R0786	P0781	Mining causality of network events in log data	https://ieeexplore.ieee.org/document/8122062	Mining causality of network events in log data
R0787	P0782	CorpusLM: Towards a Unified Language Model on Corpus for Knowledge-Intensive Tasks	https://doi.org/10.1145/3626772.3657778	CorpusLM: Towards a Unified Language Model on Corpus for Knowledge-Intensive Tasks
R0788	P0783	Text-to-Text Multi-view Learning for Passage Re-ranking	https://doi.org/10.1145/3404835.3463048	Text-to-Text Multi-view Learning for Passage Re-ranking
R0789	P0784	RankT5: Fine-Tuning T5 for Text Ranking with Ranking Losses	https://doi.org/10.1145/3539618.3592047	RankT5: Fine-Tuning T5 for Text Ranking with Ranking Losses
R0790	P0785	A Two-Stage Adaptation of Large Language Models for Text Ranking	https://aclanthology.org/2024.findings-acl.706/	A Two-Stage Adaptation of Large Language Models for Text Ranking
R0791	P0786	Rank-without-GPT: Building GPT-Independent Listwise Rerankers on Open-Source Large Language Models	https://arxiv.org/abs/2312.02969	Rank-without-GPT: Building GPT-Independent Listwise Rerankers on Open-Source Large Language Models
R0792	P0787	ListT5: Listwise Reranking with Fusion-in-Decoder Improves Zero-shot Retrieval	https://aclanthology.org/2024.acl-long.125/	ListT5: Listwise Reranking with Fusion-in-Decoder Improves Zero-shot Retrieval
R0793	P0788	Q-PEFT: Query-dependent Parameter Efficient Fine-tuning for Text Reranking with Large Language Models	https://arxiv.org/abs/2404.04522	Q-PEFT: Query-dependent Parameter Efficient Fine-tuning for Text Reranking with Large Language Models
R0794	P0789	Leveraging Passage Embeddings for Efficient Listwise Reranking with Large Language Models	https://arxiv.org/abs/2406.14848	Leveraging Passage Embeddings for Efficient Listwise Reranking with Large Language Models
R0795	P0790	Discrete Prompt Optimization via Constrained Generation for Zero-shot Re-ranker	https://aclanthology.org/2023.findings-acl.61/	Discrete Prompt Optimization via Constrained Generation for Zero-shot Re-ranker
R0796	P0791	Open-source Large Language Models are Strong Zero-shot Query Likelihood Models for Document Ranking	https://aclanthology.org/2023.findings-emnlp.590/	Open-source Large Language Models are Strong Zero-shot Query Likelihood Models for Document Ranking
R0797	P0792	PaRaDe: Passage Ranking using Demonstrations with Large Language Models	https://aclanthology.org/2023.findings-emnlp.950/	PaRaDe: Passage Ranking using Demonstrations with LLMs
R0798	P0793	Beyond Yes and No: Improving Zero-Shot LLM Rankers via Scoring Fine-Grained Relevance Labels	https://arxiv.org/abs/2310.14122	Beyond Yes and No: Improving Zero-Shot LLM Rankers via Scoring Fine-Grained Relevance Labels
R0799	P0794	Is ChatGPT Good at Search? Investigating Large Language Models as Re-Ranking Agent	https://aclanthology.org/2023.emnlp-main.923/	Is ChatGPT Good at Search? Investigating Large Language Models as Re-Ranking Agents
R0800	P0795	Zero-Shot Listwise Document Reranking with a Large Language Model	https://arxiv.org/abs/2305.02156	Zero-Shot Listwise Document Reranking with a Large Language Model
R0801	P0796	Found in the Middle: Permutation Self-Consistency Improves Listwise Ranking in Large Language Models	https://arxiv.org/abs/2310.07712	Found in the Middle: Permutation Self-Consistency Improves Listwise Ranking in Large Language Models
R0802	P0797	Large Language Models are Effective Text Rankers with Pairwise Ranking Prompting	https://aclanthology.org/2024.findings-naacl.97/	Large Language Models are Effective Text Rankers with Pairwise Ranking Prompting
R0803	P0798	A Setwise Approach for Effective and Highly Efficient Zero-shot Ranking with Large Language Models	https://arxiv.org/abs/2310.09497	A Setwise Approach for Effective and Highly Efficient Zero-shot Ranking with Large Language Models
R0804	P0799	InstUPR: Instruction-based Unsupervised Passage Reranking with Large Language Models	https://arxiv.org/abs/2403.16435	InstUPR: Instruction-based Unsupervised Passage Reranking with Large Language Models
R0805	P0800	Generating Diverse Criteria On-the-Fly to Improve Point-wise LLM Rankers	https://arxiv.org/abs/2404.11960	MCRanker: Generating Diverse Criteria On-the-Fly to Improve Point-wise LLM Rankers
R0806	P0801	DemoRank: Selecting Effective Demonstrations for Large Language Models in Ranking Task	https://arxiv.org/abs/2406.16332	DemoRank: Selecting Effective Demonstrations for Large Language Models in Ranking Task
R0807	P0802	An Investigation of Prompt Variations for Zero-shot LLM-based Rankers	https://arxiv.org/abs/2406.14117	An Investigation of Prompt Variations for Zero-shot LLM-based Rankers
R0808	P0803	TourRank: Utilizing Large Language Models for Documents Ranking with a Tournament-Inspired Strategy	https://arxiv.org/abs/2406.11678	TourRank: Utilizing Large Language Models for Documents Ranking with a Tournament-Inspired Strategy
R0809	P0804	Top-Down Partitioning for Efficient List-Wise Ranking	https://arxiv.org/abs/2405.14589	Top-Down Partitioning for Efficient List-Wise Ranking
R0810	P0805	PRP-Graph: Pairwise Ranking Prompting to LLMs with Graph Aggregation for Effective Text Re-ranking	https://aclanthology.org/2024.acl-long.313/	PRP-Graph: Pairwise Ranking Prompting to LLMs with Graph Aggregation for Effective Text Re-ranking
R0811	P0806	Consolidating Ranking and Relevance Predictions of Large Language Models through Post-Processing	https://aclanthology.org/2024.emnlp-main.25/	Consolidating Ranking and Relevance Predictions of Large Language Models through Post-Processing
R0812	P0807	Sliding Windows Are Not the End: Exploring Full Ranking with Long-Context Large Language Models	https://aclanthology.org/2025.acl-long.8/	Sliding Windows Are Not the End: Exploring Full Ranking with Long-Context Large Language Models
R0813	P0808	CoRanking: Collaborative Ranking with Small and Large Ranking Agents	https://arxiv.org/abs/2503.23427	CoRanking: Collaborative Ranking with Small and Large Ranking Agents
R0814	P0809	APEER: Automatic Prompt Engineering Enhances Large Language Model Reranking	https://doi.org/10.1145/3701716.3717574	APEER: Automatic Prompt Engineering Enhances Large Language Model Reranking
R0815	P0810	ExaRanker: Explanation-Augmented Neural Ranker	https://doi.org/10.1145/3539618.3592067	ExaRanker: Explanation-Augmented Neural Ranker
R0816	P0811	InPars-Light: Cost-Effective Unsupervised Training of Efficient Rankers	https://arxiv.org/abs/2301.02998	InPars-Light: Cost-Effective Unsupervised Training of Efficient Rankers
R0817	P0812	Generating Synthetic Documents for Cross-Encoder Re-Rankers	https://arxiv.org/abs/2305.02320	Generating Synthetic Documents for Cross-Encoder Re-Rankers: A Comparative Study of ChatGPT and Human Experts
R0818	P0813	Instruction Distillation Makes Large Language Models Efficient Zero-shot Rankers	https://arxiv.org/abs/2311.01555	Instruction Distillation Makes Large Language Models Efficient Zero-shot Rankers
R0819	P0814	RankVicuna: Zero-Shot Listwise Document Reranking with Open-Source Large Language Models	https://arxiv.org/abs/2309.15088	RankVicuna: Zero-Shot Listwise Document Reranking with Open-Source Large Language Models
R0820	P0815	RankZephyr: Effective and Robust Zero-Shot Listwise Reranking is a Breeze!	https://arxiv.org/abs/2312.02724	RankZephyr: Effective and Robust Zero-Shot Listwise Reranking is a Breeze!
R0821	P0816	ExaRanker-Open: Synthetic Explanation for IR using Open-Source LLMs	https://arxiv.org/abs/2402.06334	ExaRanker-Open: Synthetic Explanation for IR using Open-Source LLMs
R0822	P0817	Expand, Highlight, Generate: RL-driven Document Generation for Passage Reranking	https://aclanthology.org/2023.emnlp-main.623/	Expand, Highlight, Generate: RL-driven Document Generation for Passage Reranking
R0823	P0818	FIRST: Faster Improved Listwise Reranking with Single Token Decoding	https://arxiv.org/abs/2406.15657	FIRST: Faster Improved Listwise Reranking with Single Token Decoding
R0824	P0819	ReasonRank: Empowering Passage Ranking with Strong Reasoning Ability	https://arxiv.org/abs/2508.07050	ReasonRank: Empowering Passage Ranking with Strong Reasoning Ability
R0825	P0820	Rank1: Test-Time Compute for Reranking in Information Retrieval	https://arxiv.org/abs/2502.18418	Rank1: Test-Time Compute for Reranking in Information Retrieval
R0826	P0821	Rank-K: Test-Time Reasoning for Listwise Reranking	https://arxiv.org/abs/2505.14432	Rank-K: Test-Time Reasoning for Listwise Reranking
R0827	P0822	REARANK: Reasoning Re-ranking Agent via Reinforcement Learning	https://arxiv.org/abs/2505.20046	REARANK: Reasoning Re-ranking Agent via Reinforcement Learning
R0828	P0823	Rank-R1: Enhancing Reasoning in LLM-based Document Rerankers via Reinforcement Learning	https://arxiv.org/abs/2503.06034	Rank-R1: Enhancing Reasoning in LLM-based Document Rerankers via Reinforcement Learning
R0829	P0824	TFRank: Think-Free Reasoning Enables Practical Pointwise LLM Ranking	https://arxiv.org/abs/2508.09539	TFRank: Think-Free Reasoning Enables Practical Pointwise LLM Ranking
R0830	P0825	FreshLLMs: Refreshing Large Language Models with Search Engine Augmentation	https://arxiv.org/abs/2310.03214	FreshLLMs: Refreshing Large Language Models with Search Engine Augmentation
R0831	P0826	Enabling Large Language Models to Generate Text with Citations	https://aclanthology.org/2023.emnlp-main.398/	Enabling Large Language Models to Generate Text with Citations
R0832	P0827	Chain-of-Note: Enhancing Robustness in Retrieval-Augmented Language Models	https://arxiv.org/abs/2311.09210	Chain-of-Note: Enhancing Robustness in Retrieval-Augmented Language Models
R0833	P0828	Improving Retrieval-Augmented Large Language Models via Data Importance Learning	https://arxiv.org/abs/2307.03027	Improving Retrieval-Augmented Large Language Models via Data Importance Learning
R0834	P0829	Retrieval-Generation Synergy Augmented Large Language Models	https://arxiv.org/abs/2310.05149	Retrieval-Generation Synergy Augmented Large Language Models
R0835	P0830	Answering Questions by Meta-Reasoning over Multiple Chains of Thought	https://arxiv.org/abs/2304.13007	Answering Questions by Meta-Reasoning over Multiple Chains of Thought
R0836	P0831	PlanRAG: A Plan-then-Retrieval Augmented Generation for Generative Large Language Models as Decision Makers	https://arxiv.org/abs/2406.12430	PlanRAG: A Plan-then-Retrieval Augmented Generation for Generative Large Language Models as Decision Makers
R0837	P0832	Learning to Plan for Retrieval-Augmented Large Language Models from Knowledge Graphs	https://arxiv.org/abs/2406.14282	Learning to Plan for Retrieval-Augmented Large Language Models from Knowledge Graphs
R0838	P0833	LeanContext: Cost-Efficient Domain-Specific Question Answering Using LLMs	https://arxiv.org/abs/2309.00841	LeanContext: Cost-Efficient Domain-Specific Question Answering Using LLMs
R0839	P0834	TCRA-LLM: Token Compression Retrieval Augmented Large Language Model for Inference Cost Reduction	https://aclanthology.org/2023.findings-emnlp.655/	TCRA-LLM: Token Compression Retrieval Augmented Large Language Model for Inference Cost Reduction
R0840	P0835	Exploring the Integration Strategies of Retriever and Large Language Models	https://arxiv.org/abs/2308.12574	Modeling Uncertainty and Using Post-fusion as Fallback Improves Retrieval Augmented Generation with LLMs
R0841	P0836	Characterizing Attribution and Fluency Tradeoffs for Retrieval-Augmented Large Language Models	https://arxiv.org/abs/2302.05578	Characterizing Attribution and Fluency Tradeoffs for Retrieval-Augmented Large Language Models
R0842	P0837	RETA-LLM: A Retrieval-Augmented Large Language Model Toolkit	https://arxiv.org/abs/2306.05212	RETA-LLM: A Retrieval-Augmented Large Language Model Toolkit
R0843	P0838	Chameleon: a Heterogeneous and Disaggregated Accelerator System for Retrieval-Augmented Language Models	https://arxiv.org/abs/2310.09949	Chameleon: a Heterogeneous and Disaggregated Accelerator System for Retrieval-Augmented Language Models
R0844	P0839	RaLLe: A Framework for Developing and Evaluating Retrieval-Augmented Large Language Models	https://aclanthology.org/2023.emnlp-demo.4/	RaLLe: A Framework for Developing and Evaluating Retrieval-Augmented Large Language Models
R0845	P0840	Don't forget private retrieval: distributed private similarity search for large language models	https://arxiv.org/abs/2311.12955	Don't forget private retrieval: distributed private similarity search for large language models
R0846	P0841	CoSearchAgent: A Lightweight Collaborative Search Agent with Large Language Models	https://arxiv.org/abs/2402.06360	CoSearchAgent: A Lightweight Collaborative Search Agent with Large Language Models
R0847	P0842	Search-o1: Agentic search-enhanced large reasoning models	https://arxiv.org/abs/2501.05366	Search-o1: Agentic search-enhanced large reasoning models
R0848	P0843	Auto-RAG: Autonomous Retrieval-Augmented Generation for Large Language Models	https://arxiv.org/abs/2411.19443	Auto-RAG: Autonomous Retrieval-Augmented Generation for Large Language Models
R0849	P0844	SimpleDeepSearcher: Deep Information Seeking via Web-Powered Reasoning Trajectory Synthesis	https://arxiv.org/abs/2505.16834	SimpleDeepSearcher: Deep Information Seeking via Web-Powered Reasoning Trajectory Synthesis
R0850	P0845	Tool-Star: Empowering LLM-Brained Multi-Tool Reasoner via Reinforcement Learning	https://arxiv.org/abs/2505.16410	Tool-Star: Empowering LLM-Brained Multi-Tool Reasoner via Reinforcement Learning
R0851	P0846	ZeroSearch: Incentivize the Search Capability of LLMs without Searching	https://arxiv.org/abs/2505.04588	ZeroSearch: Incentivize the Search Capability of LLMs without Searching
R0852	P0847	Measuring short-form factuality in large language models	https://arxiv.org/abs/2411.04368	Measuring short-form factuality in large language models
R0853	P0848	Constructing A Multi-hop QA Dataset for Comprehensive Evaluation of Reasoning Steps	https://arxiv.org/abs/2011.01060	Constructing A Multi-hop QA Dataset for Comprehensive Evaluation of Reasoning Steps
R0854	P0849	BrowseComp: A Simple Yet Challenging Benchmark for Browsing Agents	https://arxiv.org/abs/2504.12516	BrowseComp: A Simple Yet Challenging Benchmark for Browsing Agents
R0855	P0850	AssistantBench: Can Web Agents Solve Realistic and Time-Consuming Tasks?	https://arxiv.org/abs/2407.15711	AssistantBench: Can Web Agents Solve Realistic and Time-Consuming Tasks?
R0856	P0851	SWE-bench: Can Language Models Resolve Real-World GitHub Issues?	https://arxiv.org/abs/2310.06770	SWE-bench: Can Language Models Resolve Real-World GitHub Issues?
R0857	P0852	WebWalker: Benchmarking LLMs in Web Traversal	https://arxiv.org/abs/2501.07572	WebWalker: Benchmarking LLMs in Web Traversal
R0858	P0853	WebDancer: Towards Autonomous Information Seeking Agency	https://arxiv.org/abs/2505.22648	WebDancer: Towards Autonomous Information Seeking Agency
N0001	P0854	MemGraphRAG: Memory-based Multi-Agent System for Graph Retrieval-Augmented Generation	https://arxiv.org/abs/2606.00610	MemGraphRAG: Memory-based Multi-Agent System for Graph Retrieval-Augmented Generation
N0002	P0855	MoG: Mixture of Experts for Graph-based Retrieval-Augmented Generation	https://arxiv.org/abs/2605.31010	MoG: Mixture of Experts for Graph-based Retrieval-Augmented Generation
N0003	P0856	Beyond Chunk-Local Extraction: Cross-Chunk Graph Augmentation for GraphRAG	https://arxiv.org/abs/2605.28004	Beyond Chunk-Local Extraction: Cross-Chunk Graph Augmentation for GraphRAG
N0004	P0857	STEM: Structure-Tracing Evidence Mining for Knowledge Graphs-Driven Retrieval-Augmented Generation	https://arxiv.org/abs/2604.22282	STEM: Structure-Tracing Evidence Mining for Knowledge Graphs-Driven Retrieval-Augmented Generation
N0005	P0858	AtomicRAG: Atom-Entity Graphs for Retrieval-Augmented Generation	https://arxiv.org/abs/2604.20844	AtomicRAG: Atom-Entity Graphs for Retrieval-Augmented Generation
N0006	P0859	Toward Robust GraphRAG: Mitigating Retrieval Drift and Hallucination from Imperfect Knowledge Graphs	https://arxiv.org/abs/2603.14828	Toward Robust GraphRAG: Mitigating Retrieval Drift and Hallucination from Imperfect Knowledge Graphs
N0007	P0860	MDER-DR: Multi-Hop Question Answering with Entity-Centric Summaries	https://arxiv.org/abs/2603.11223	MDER-DR: Multi-Hop Question Answering with Entity-Centric Summaries
N0008	P0861	Core-based Hierarchies for Efficient GraphRAG	https://arxiv.org/abs/2603.05207	Core-based Hierarchies for Efficient GraphRAG
N0009	P0862	HELIOS: Harmonizing Early Fusion, Late Fusion, and LLM Reasoning for Multi-Granular Table-Text Retrieval	https://arxiv.org/abs/2603.02248	HELIOS: Harmonizing Early Fusion, Late Fusion, and LLM Reasoning for Multi-Granular Table-Text Retrieval
N0010	P0863	HyperRAG: Reasoning N-ary Facts over Hypergraphs for Retrieval Augmented Generation	https://arxiv.org/abs/2602.14470	HyperRAG: Reasoning N-ary Facts over Hypergraphs for Retrieval Augmented Generation
N0011	P0864	CausalRAG2: Hierarchical Causal Knowledge Graph Design for RAG	https://arxiv.org/abs/2602.05143	CausalRAG2: Hierarchical Causal Knowledge Graph Design for RAG
N0012	P0865	Breaking the Static Graph: Context-Aware Traversal for Robust Retrieval-Augmented Generation	https://arxiv.org/abs/2602.01965	Breaking the Static Graph: Context-Aware Traversal for Robust Retrieval-Augmented Generation
N0013	P0510	Simple is Effective: The Roles of Graphs and LLMs in Knowledge-Graph-Based RAG	https://arxiv.org/abs/2410.20724	Simple Is Effective: The Roles of Graphs and Large Language Models in Knowledge-Graph-Based Retrieval-Augmented Generation
N0014	P0866	From RAG to Memory: Non-Parametric Continual Learning for Large Language Models	https://arxiv.org/abs/2502.14802	From RAG to Memory: Non-Parametric Continual Learning for Large Language Models
N0015	P0867	HippoRAG: Neurobiologically Inspired Long-Term Memory for Large Language Models	https://arxiv.org/abs/2405.14831	HippoRAG: Neurobiologically Inspired Long-Term Memory for Large Language Models
N0016	P0868	Retrieve-Rewrite-Answer: A KG-to-Text Enhanced LLMs Framework for Knowledge Graph Question Answering	https://arxiv.org/abs/2309.11206	Retrieve-Rewrite-Answer: A KG-to-Text Enhanced LLMs Framework for Knowledge Graph Question Answering
N0017	P0869	GreaseLM: Graph REASoning Enhanced Language Models for Question Answering	https://arxiv.org/abs/2201.08860	GreaseLM: Graph REASoning Enhanced Language Models for Question Answering
N0018	P0870	Subgraph Retrieval Enhanced Model for Multi-hop KBQA	https://arxiv.org/abs/2202.13296	Subgraph Retrieval Enhanced Model for Multi-hop Knowledge Base Question Answering
N0019	P0871	QA-GNN: Reasoning with Language Models and Knowledge Graphs for Question Answering	https://arxiv.org/abs/2104.06378	QA-GNN: Reasoning with Language Models and Knowledge Graphs for Question Answering
N0020	P0872	PullNet: Open Domain Question Answering with Iterative Retrieval on Knowledge Bases and Text	https://arxiv.org/abs/1904.09537	PullNet: Open Domain Question Answering with Iterative Retrieval on Knowledge Bases and Text
N0021	P0873	MARS: Multi-hop Adaptive Retrieval and SPARQL Generation for KGQA	https://arxiv.org/abs/2607.14561	MARS: Multi-hop Adaptive Retrieval and SPARQL Generation for KGQA
N0022	P0874	KG-Reasoner: A Reinforced Model for End-to-End Multi-Hop Knowledge Graph Reasoning	https://arxiv.org/abs/2604.12487	KG-Reasoner: A Reinforced Model for End-to-End Multi-Hop Knowledge Graph Reasoning
N0023	P0875	GraphWalker: Agentic Knowledge Graph Question Answering via Synthetic Trajectory Curriculum	https://arxiv.org/abs/2603.28533	GraphWalker: Agentic Knowledge Graph Question Answering via Synthetic Trajectory Curriculum
N0024	P0876	KG-Hopper: Empowering Compact Open LLMs with Knowledge Graph Reasoning via Reinforcement Learning	https://arxiv.org/abs/2603.21440	KG-Hopper: Empowering Compact Open LLMs with Knowledge Graph Reasoning via Reinforcement Learning
N0025	P0877	RouterKGQA: Specialized--General Model Routing for Constraint-Aware Knowledge Graph Question Answering	https://arxiv.org/abs/2603.20017	RouterKGQA: Specialized--General Model Routing for Constraint-Aware Knowledge Graph Question Answering
N0026	P0513	Reasoning on Graphs: Faithful and Interpretable LLM Reasoning	https://arxiv.org/abs/2310.01061	Reasoning on Graphs: Faithful and Interpretable Large Language Model Reasoning
N0027	P0499	GraphReader: Building Graph-based Agent to Enhance Long-Context Abilities of Large Language Models	https://arxiv.org/abs/2406.14550	GraphReader: Building Graph-based Agent to Enhance Long-Context Abilities of Large Language Models
N0028	P0482	Knowledge Graph Prompting for Multi-Document Question Answering	https://arxiv.org/abs/2308.11730	Knowledge Graph Prompting for Multi-Document Question Answering
N0029	P0878	Empowering Language Models with Knowledge Graph Reasoning for Question Answering	https://arxiv.org/abs/2211.08380	Empowering Language Models with Knowledge Graph Reasoning for Question Answering
N0030	P0879	KnowledgeNavigator: Leveraging Large Language Models for Enhanced Reasoning over Knowledge Graph	https://arxiv.org/abs/2312.15880	KnowledgeNavigator: Leveraging Large Language Models for Enhanced Reasoning over Knowledge Graph
N0031	P0880	KG-RAG: Bridging the Gap Between Knowledge and Creativity	https://arxiv.org/abs/2405.12035	KG-RAG: Bridging the Gap Between Knowledge and Creativity
N0032	P0881	Mitigating Hallucinations in Large Language Models via Self-Refinement-Enhanced Knowledge Retrieval	https://arxiv.org/abs/2405.06545	Mitigating Hallucinations in Large Language Models via Self-Refinement-Enhanced Knowledge Retrieval
N0033	P0882	Beyond Parallel Sampling: Diverse Query Initialization for Agentic Search	https://arxiv.org/abs/2606.17209	Beyond Parallel Sampling: Diverse Query Initialization for Agentic Search
N0034	P0883	FineVerify: Scaling Test-Time Compute with Fine-Grained Self-Verification for Agentic Search	https://arxiv.org/abs/2606.00660	FineVerify: Scaling Test-Time Compute with Fine-Grained Self-Verification for Agentic Search
N0035	P0884	Rethinking Agentic Search with Pi-Serini: Is Lexical Retrieval Sufficient?	https://arxiv.org/abs/2605.10848	Rethinking Agentic Search with Pi-Serini: Is Lexical Retrieval Sufficient?
N0036	P0885	Don't Retrieve, Navigate: Distilling Enterprise Knowledge into Navigable Agent Skills for QA and RAG	https://arxiv.org/abs/2604.14572	Corpus2Skill: Distilling Enterprise Knowledge into Navigable Agent Skills for QA and RAG
N0037	P0886	Rethinking Retrieval-Augmented Generation as a Cooperative Decision-Making Problem	https://arxiv.org/abs/2602.18734	Rethinking Retrieval-Augmented Generation as a Cooperative Decision-Making Problem
N0038	P0887	Rethinking the Reranker: Boundary-Aware Evidence Selection for Robust Retrieval-Augmented Generation	https://arxiv.org/abs/2602.03689	Rethinking the Reranker: Boundary-Aware Evidence Selection for Robust Retrieval-Augmented Generation
N0039	P0888	TruthfulRAG: Resolving Factual-level Conflicts in Retrieval-Augmented Generation	https://arxiv.org/abs/2511.10375	TruthfulRAG: Resolving Factual-level Conflicts in Retrieval-Augmented Generation with Knowledge Graphs
N0040	P0889	Retrieval-Augmented Generation with Conflicting Evidence	https://arxiv.org/abs/2504.13079	Retrieval-Augmented Generation with Conflicting Evidence
N0041	P0890	DualRAG: A Dual-Process Approach to Integrate Reasoning and Retrieval for Multi-Hop Question Answering	https://arxiv.org/abs/2504.18243	DualRAG: A Dual-Process Approach to Integrate Reasoning and Retrieval for Multi-Hop Question Answering
N0042	P0891	SERC: LDPC-Inspired Semantic Error Correction for Retrieval-Augmented Generation	https://arxiv.org/abs/2605.28837	SERC: LDPC-Inspired Semantic Error Correction for Retrieval-Augmented Generation
N0043	P0892	PAVE: Premise-Aware Validation and Editing for Retrieval-Augmented LLMs	https://arxiv.org/abs/2603.20673	PAVE: Premise-Aware Validation and Editing for Retrieval-Augmented LLMs
N0044	P0893	CounterRefine: Answer-Conditioned Counterevidence Retrieval for Inference-Time Knowledge Repair in Factual Question Answering	https://arxiv.org/abs/2603.16091	CounterRefine: Answer-Conditioned Counterevidence Retrieval for Inference-Time Knowledge Repair in Factual Question Answering
N0045	P0894	RAGShaper: Eliciting Sophisticated Agentic RAG Skills via Automated Data Synthesis	https://arxiv.org/abs/2601.08699	RAGShaper: Eliciting Sophisticated Agentic RAG Skills via Automated Data Synthesis
N0046	P0895	Disco-RAG: Discourse-Aware Retrieval-Augmented Generation for Long-Form Question Answering	https://arxiv.org/abs/2601.04377	Disco-RAG: Discourse-Aware Retrieval-Augmented Generation
N0047	P0896	EviOmni: Learning to Extract Rational Evidence via Reinforcement Learning for Retrieval-Augmented Generation	https://arxiv.org/abs/2507.15586	Learning to Extract Rational Evidence via Reinforcement Learning for Retrieval-Augmented Generation
N0048	P0897	TreePS-RAG: Tree-based Process Supervision for Retrieval-Augmented Generation	https://arxiv.org/abs/2601.06922	TreePS-RAG: Tree-based Process Supervision for Reinforcement Learning in Agentic RAG
N0049	P0898	RARE: Retrieval-Augmented Reasoning Enhancement for Large Language Models	https://arxiv.org/abs/2503.23513	RARE: Retrieval-Augmented Reasoning Modeling
N0050	P0899	AlignRAG: Leveraging Critique Learning for Evidence-Sensitive Retrieval-Augmented Reasoning	https://arxiv.org/abs/2504.14858	Retrieval is Not Enough: Enhancing RAG Reasoning through Test-Time Critique and Optimization
N0051	P0900	TRACE the evidence: Constructing knowledge-grounded reasoning chains for retrieval-augmented generation	https://arxiv.org/abs/2406.11460	TRACE the evidence: Constructing knowledge-grounded reasoning chains for retrieval-augmented generation
N0052	P0901	T-GRAG: A Dynamic GraphRAG Framework for Resolving Temporal Conflicts and Redundancy in Knowledge Retrieval	https://arxiv.org/abs/2508.01680	T-GRAG: A Dynamic GraphRAG Framework for Resolving Temporal Conflicts and Redundancy in Knowledge Retrieval
N0053	P0902	KBLaM: Knowledge Base augmented Language Model	https://arxiv.org/abs/2410.10450	KBLaM: Knowledge Base augmented Language Model
N0054	P0903	ReaRAG: Knowledge-guided Reasoning Enhances Factuality of Large Reasoning Models with Iterative Retrieval Augmented Generation	https://arxiv.org/abs/2503.21729	ReaRAG: Knowledge-guided Reasoning Enhances Factuality of Large Reasoning Models with Iterative Retrieval Augmented Generation
