dataset_id	parent_id	family	name	resource_type	official_url	data_entry_url	paper_url	modalities	labels	dataset_license	code_license	license_status	license_evidence_urls	access_status	access_evidence_url	checked_date	verification_scope	file_assets_downloaded	priority	proposed_cs221_use	notes	lineage_notes	next_collection_action	maintainer_namespace	license_gate	independent_dataset_claim
D092	D005	Loghub	Loghub / Proxifier	subset	https://github.com/logpai/loghub	https://zenodo.org/records/8196385	https://arxiv.org/abs/2008.06448	system_logs	no labels indicated in collection table	Custom research/academic-use terms	not a code-license grant for all logs	custom_research_terms	"[""https://github.com/logpai/loghub""]"	public_landing_and_file_or_download_listing; assets_not_tested	https://github.com/logpai/loghub	2026-09-12	primary_landing_and_license_statement_only; no_data_asset_download	False	P2	Log parsing, biểu diễn log và truy hồi sự cố tương tự.	Giấy phép kế thừa điều khoản Loghub; xem bảng nguồn và README tập con. Nhãn có/không chỉ theo công bố, chưa tải kiểm tra. Hadoop có ghi chú riêng về nhãn.	Tập con/phiên bản của D005; không cộng với nguồn cha như dữ liệu độc lập.	Đối chiếu giấy phép đúng phiên bản; ghi revision/ngày truy cập; chỉ sau đó tải mẫu nhỏ để kiểm tra schema và nhãn.	logpai	REVIEW_STATED_TERMS_BEFORE_COLLECTION	False
D093	D004	LEMMA-RCA	LEMMA-RCA / Product Review	subset	https://lemma-rca.github.io/	https://huggingface.co/datasets/Lemma-RCA-NEC/Product_Review_Original	https://arxiv.org/abs/2406.05375	multi-modal observations; metrics/logs depending on domain	fault/root cause annotations; inspect per domain	CONFLICT: CC-BY-ND-4.0 versus CC-BY-NC-4.0	not_established_in_checked_sources	conflict	"[""https://lemma-rca.github.io/"", ""https://github.com/KnowledgeDiscovery/rca_baselines"", ""https://huggingface.co/datasets/Lemma-RCA-NEC/Product_Review_Original""]"	public_dataset_cards; license_conflict_blocks_release_decision	https://lemma-rca.github.io/	2026-09-12	primary_landing_and_license_statement_only; no_data_asset_download	False	P1	Ưu tiên hai miền IT nếu được tác giả làm rõ license.	Giữ cờ xung đột NC/ND của nguồn cha. Raw và preprocessed là hai view liên quan; không chia chúng thành train/test độc lập.	Tập con/phiên bản của D004; không cộng với nguồn cha như dữ liệu độc lập.	Đối chiếu giấy phép đúng phiên bản; ghi revision/ngày truy cập; chỉ sau đó tải mẫu nhỏ để kiểm tra schema và nhãn.	lemma-rca.github.io	HOLD_FOR_CLARIFICATION	False
D094	D004	LEMMA-RCA	LEMMA-RCA / Cloud Computing	subset	https://lemma-rca.github.io/	https://huggingface.co/datasets/Lemma-RCA-NEC/Product_Review_Original	https://arxiv.org/abs/2406.05375	multi-modal observations; metrics/logs depending on domain	fault/root cause annotations; inspect per domain	CONFLICT: CC-BY-ND-4.0 versus CC-BY-NC-4.0	not_established_in_checked_sources	conflict	"[""https://lemma-rca.github.io/"", ""https://github.com/KnowledgeDiscovery/rca_baselines"", ""https://huggingface.co/datasets/Lemma-RCA-NEC/Product_Review_Original""]"	public_dataset_cards; license_conflict_blocks_release_decision	https://lemma-rca.github.io/	2026-09-12	primary_landing_and_license_statement_only; no_data_asset_download	False	P1	Ưu tiên hai miền IT nếu được tác giả làm rõ license.	Giữ cờ xung đột NC/ND của nguồn cha. Raw và preprocessed là hai view liên quan; không chia chúng thành train/test độc lập.	Tập con/phiên bản của D004; không cộng với nguồn cha như dữ liệu độc lập.	Đối chiếu giấy phép đúng phiên bản; ghi revision/ngày truy cập; chỉ sau đó tải mẫu nhỏ để kiểm tra schema và nhãn.	lemma-rca.github.io	HOLD_FOR_CLARIFICATION	False
D095	D004	LEMMA-RCA	LEMMA-RCA / Water Treatment	subset	https://lemma-rca.github.io/	https://huggingface.co/datasets/Lemma-RCA-NEC/Product_Review_Original	https://arxiv.org/abs/2406.05375	multi-modal observations; metrics/logs depending on domain	fault/root cause annotations; inspect per domain	CONFLICT: CC-BY-ND-4.0 versus CC-BY-NC-4.0	not_established_in_checked_sources	conflict	"[""https://lemma-rca.github.io/"", ""https://github.com/KnowledgeDiscovery/rca_baselines"", ""https://huggingface.co/datasets/Lemma-RCA-NEC/Product_Review_Original""]"	public_dataset_cards; license_conflict_blocks_release_decision	https://lemma-rca.github.io/	2026-09-12	primary_landing_and_license_statement_only; no_data_asset_download	False	P3	Ưu tiên hai miền IT nếu được tác giả làm rõ license.	Giữ cờ xung đột NC/ND của nguồn cha. Raw và preprocessed là hai view liên quan; không chia chúng thành train/test độc lập.	Tập con/phiên bản của D004; không cộng với nguồn cha như dữ liệu độc lập.	Đối chiếu giấy phép đúng phiên bản; ghi revision/ngày truy cập; chỉ sau đó tải mẫu nhỏ để kiểm tra schema và nhãn.	lemma-rca.github.io	HOLD_FOR_CLARIFICATION	False
D096	D004	LEMMA-RCA	LEMMA-RCA / Water Distribution	subset	https://lemma-rca.github.io/	https://huggingface.co/datasets/Lemma-RCA-NEC/Product_Review_Original	https://arxiv.org/abs/2406.05375	multi-modal observations; metrics/logs depending on domain	fault/root cause annotations; inspect per domain	CONFLICT: CC-BY-ND-4.0 versus CC-BY-NC-4.0	not_established_in_checked_sources	conflict	"[""https://lemma-rca.github.io/"", ""https://github.com/KnowledgeDiscovery/rca_baselines"", ""https://huggingface.co/datasets/Lemma-RCA-NEC/Product_Review_Original""]"	public_dataset_cards; license_conflict_blocks_release_decision	https://lemma-rca.github.io/	2026-09-12	primary_landing_and_license_statement_only; no_data_asset_download	False	P3	Ưu tiên hai miền IT nếu được tác giả làm rõ license.	Giữ cờ xung đột NC/ND của nguồn cha. Raw và preprocessed là hai view liên quan; không chia chúng thành train/test độc lập.	Tập con/phiên bản của D004; không cộng với nguồn cha như dữ liệu độc lập.	Đối chiếu giấy phép đúng phiên bản; ghi revision/ngày truy cập; chỉ sau đó tải mẫu nhỏ để kiểm tra schema và nhãn.	lemma-rca.github.io	HOLD_FOR_CLARIFICATION	False
D097	D002	OpenRCA	OpenRCA / Telecom	subset	https://github.com/microsoft/OpenRCA	https://drive.google.com/drive/folders/1wGiEnu4OkWrjPxfx5ZTROnU37-5UDoPM?usp=drive_link	https://openreview.net/forum?id=M4qNIzQYpd	natural_language_queries; logs; metrics; traces	query-specific root component/reason/time	not_established_in_checked_sources	MIT repository	repo_only_external_data_unclear	"[""https://github.com/microsoft/OpenRCA""]"	public_repository; external_download_not_tested	https://github.com/microsoft/OpenRCA	2026-09-12	primary_landing_and_license_statement_only; no_data_asset_download	False	P1	Chẩn đoán từ câu hỏi tự nhiên và telemetry.	Điểm vào là thư mục Drive của nguồn cha; chưa kiểm tra binary hay license raw. Query/record có thể chứa gold và phải tách khỏi truy hồi.	Tập con/phiên bản của D002; không cộng với nguồn cha như dữ liệu độc lập.	Đối chiếu giấy phép đúng phiên bản; ghi revision/ngày truy cập; chỉ sau đó tải mẫu nhỏ để kiểm tra schema và nhãn.	microsoft	HOLD_FOR_CLARIFICATION	False
D098	D002	OpenRCA	OpenRCA / Bank	subset	https://github.com/microsoft/OpenRCA	https://drive.google.com/drive/folders/1wGiEnu4OkWrjPxfx5ZTROnU37-5UDoPM?usp=drive_link	https://openreview.net/forum?id=M4qNIzQYpd	natural_language_queries; logs; metrics; traces	query-specific root component/reason/time	not_established_in_checked_sources	MIT repository	repo_only_external_data_unclear	"[""https://github.com/microsoft/OpenRCA""]"	public_repository; external_download_not_tested	https://github.com/microsoft/OpenRCA	2026-09-12	primary_landing_and_license_statement_only; no_data_asset_download	False	P1	Chẩn đoán từ câu hỏi tự nhiên và telemetry.	Điểm vào là thư mục Drive của nguồn cha; chưa kiểm tra binary hay license raw. Query/record có thể chứa gold và phải tách khỏi truy hồi.	Tập con/phiên bản của D002; không cộng với nguồn cha như dữ liệu độc lập.	Đối chiếu giấy phép đúng phiên bản; ghi revision/ngày truy cập; chỉ sau đó tải mẫu nhỏ để kiểm tra schema và nhãn.	microsoft	HOLD_FOR_CLARIFICATION	False
D099	D002	OpenRCA	OpenRCA / Market	subset	https://github.com/microsoft/OpenRCA	https://drive.google.com/drive/folders/1wGiEnu4OkWrjPxfx5ZTROnU37-5UDoPM?usp=drive_link	https://openreview.net/forum?id=M4qNIzQYpd	natural_language_queries; logs; metrics; traces	query-specific root component/reason/time	not_established_in_checked_sources	MIT repository	repo_only_external_data_unclear	"[""https://github.com/microsoft/OpenRCA""]"	public_repository; external_download_not_tested	https://github.com/microsoft/OpenRCA	2026-09-12	primary_landing_and_license_statement_only; no_data_asset_download	False	P1	Chẩn đoán từ câu hỏi tự nhiên và telemetry.	Điểm vào là thư mục Drive của nguồn cha; chưa kiểm tra binary hay license raw. Query/record có thể chứa gold và phải tách khỏi truy hồi.	Tập con/phiên bản của D002; không cộng với nguồn cha như dữ liệu độc lập.	Đối chiếu giấy phép đúng phiên bản; ghi revision/ngày truy cập; chỉ sau đó tải mẫu nhỏ để kiểm tra schema và nhãn.	microsoft	HOLD_FOR_CLARIFICATION	False
D100	D027	MTRAG	MTRAG-UN	benchmark_version	https://github.com/IBM/mt-rag-benchmark	https://github.com/IBM/mt-rag-benchmark	https://arxiv.org/abs/2602.23184	multi-turn_questions; domain_corpora; answers	human/synthetic QA and evaluation annotations	repository Apache-2.0; source corpora may have separate terms	Apache-2.0	repo_assets_with_upstream_caveat	"[""https://github.com/IBM/mt-rag-benchmark""]"	public_landing_and_file_or_download_listing; assets_not_tested	https://github.com/IBM/mt-rag-benchmark	2026-09-12	primary_landing_and_license_statement_only; no_data_asset_download	False	P1	Ưu tiên Cloud corpus làm đối chứng NLP hỏi đáp tài liệu kỹ thuật.	Repo mtragun-human và bài 2602.23184 mô tả đánh giá unanswerability nhiều lượt. Lưu version_id và kiểm tra overlap với MTRAG.	Tập con/phiên bản của D027; không cộng với nguồn cha như dữ liệu độc lập.	Đối chiếu giấy phép đúng phiên bản; ghi revision/ngày truy cập; chỉ sau đó tải mẫu nhỏ để kiểm tra schema và nhãn.	IBM	REVIEW_UPSTREAM_AND_RELEASE	False
D101	D051	ITBench-Lite	ITBench-Lite / SRE	subset	https://huggingface.co/datasets/ibm-research/ITBench-Lite	https://huggingface.co/datasets/ibm-research/ITBench-Lite	https://arxiv.org/abs/2502.05352	offline_IT_scenario_snapshots	scenario diagnosis/automation reference artifacts	Apache-2.0	see ITBench code	explicit_dataset_card	"[""https://huggingface.co/datasets/ibm-research/ITBench-Lite""]"	public_landing_and_file_or_download_listing; assets_not_tested	https://huggingface.co/datasets/ibm-research/ITBench-Lite	2026-09-12	primary_landing_and_license_statement_only; no_data_asset_download	False	P0	Ưu tiên nhánh SRE để thử triage offline ít phụ thuộc hạ tầng.	35 SRE scenario theo card; hai nhóm FinOps/CISO không thuộc tập con này. Chưa tải để xác nhận mọi trường nhãn.	Tập con/phiên bản của D051; không cộng với nguồn cha như dữ liệu độc lập.	Đối chiếu giấy phép đúng phiên bản; ghi revision/ngày truy cập; chỉ sau đó tải mẫu nhỏ để kiểm tra schema và nhãn.	ibm-research	REVIEW_STATED_TERMS_BEFORE_COLLECTION	False
D102	D027	MTRAG	MTRAG / Cloud corpus	subset	https://github.com/IBM/mt-rag-benchmark	https://github.com/IBM/mt-rag-benchmark	https://arxiv.org/abs/2501.03468	multi-turn_questions; domain_corpora; answers	human/synthetic QA and evaluation annotations	repository Apache-2.0; source corpora may have separate terms	Apache-2.0	repo_assets_with_upstream_caveat	"[""https://github.com/IBM/mt-rag-benchmark""]"	public_landing_and_file_or_download_listing; assets_not_tested	https://github.com/IBM/mt-rag-benchmark	2026-09-12	primary_landing_and_license_statement_only; no_data_asset_download	False	P0	Ưu tiên Cloud corpus làm đối chứng NLP hỏi đáp tài liệu kỹ thuật.	Corpus tài liệu kỹ thuật Cloud là đối chứng sát NLP; kiểm tra nguồn từng tài liệu và quyền tái sử dụng. Không có nghĩa là telemetry/root-cause gold.	Tập con/phiên bản của D027; không cộng với nguồn cha như dữ liệu độc lập.	Đối chiếu giấy phép đúng phiên bản; ghi revision/ngày truy cập; chỉ sau đó tải mẫu nhỏ để kiểm tra schema và nhãn.	IBM	REVIEW_UPSTREAM_AND_RELEASE	False
